run_id,seed,objective,return,vol,sharpe
0,42,-2.0050384108687855,0.33461010823744597,0.15690976618304533,2.0050384108687855
1,43,-1.9538555064078222,0.3353740006584585,0.1614111174670618,1.9538555064078222
2,44,-1.9587389588036086,0.3349080340015149,0.16077080235023236,1.9587389588036086
