rf,pso_sharpe,equal_sharpe,delta
0.0,2.1325002029962987,1.3241950622522194,0.8083051407440793
0.02,2.0050384108687855,1.1948722522522746,0.810166158616511
0.04,1.877576618741273,1.0655494422523295,0.8120271764889435
