portfolio,ann_return,ann_vol,sharpe,total_return_test,max_drawdown_test
PSO,0.33461010823744597,0.15690976618304533,2.0050384108687855,0.27946195225649983,-0.14976154205253064
EqualWeight,0.20478909517242677,0.1546517586496034,1.1948722522522746,0.1367043673589956,-0.1485118648949545
